MS	HH	DEPEND	AGE	F1040A	F1040EZ	TPI	TXRT	MR	EMP	PREP	TAX	SUBJECT	TIME	LNTPI	LNTAX
1	0	2	0	1	0	20817.13281	18	18	0	1	2304.138672	75	3	9.94353199	7.74289608
1	0	3	0	1	0	29585.17773	25	25	0	1	4086.621826	76	3	10.29502869	8.315718651
1	0	2	0	1	0	13302.21387	14	14	0	0	1021.174194	77	3	9.495685577	6.929687023
1	0	2	0	1	0	11515.88086	14	14	0	0	771.8960571	78	3	9.351482391	6.650144577
0	1	2	0	1	0	6256.978027	12	12	0	0	0	79	3	8.741452217	0
0	0	1	0	0	0	10549.56641	11	16	0	1	86.62174988	80	3	9.263839722	4.473029137
1	0	3	0	0	0	52572.66797	33	38	0	0	8313.763672	81	3	10.86995125	9.025788307
0	0	1	1	0	0	9644.850586	15	15	0	1	720.885437	82	3	9.174179077	6.581866264
1	0	2	0	0	0	68833.49219	28	42	0	1	4886.429199	83	3	11.1394453	8.494421959
1	0	3	0	0	0	41282	33	33	0	1	6062.560059	84	3	10.62818146	8.71005249
1	0	3	0	1	0	5232.916504	0	0	0	0	0	85	3	8.562724113	0
1	0	4	0	0	0	38960.53906	25	33	0	1	3882.579346	86	3	10.57030487	8.264512062
1	0	5	0	0	0	19310.875	12	16	0	1	421.5592041	87	3	9.868423462	6.046329498
1	0	2	1	0	0	118717.0391	49	49	1	1	31693.93555	88	3	11.68449783	10.36391258
1	0	3	0	0	0	50400.38672	33	38	0	1	8205.966797	89	3	10.82775402	9.012739182
0	0	1	0	1	0	10655.4375	16	16	0	1	1046.198242	90	3	9.273825645	6.953873634
0	0	1	0	0	0	10452.3584	15	16	0	0	713.18573	91	3	9.254582405	6.57114315
0	0	1	0	0	0	8039.460938	15	15	0	1	0	92	3	8.992116928	0
1	0	3	0	0	0	32148.21875	25	28	0	1	3690.08667	93	3	10.37811279	8.213676453
1	0	5	0	0	0	24311.83789	22	22	1	1	2419.634277	94	3	10.09871864	7.791784763
1	0	5	0	0	0	35521.65625	25	28	0	1	3742.05957	95	3	10.47789764	8.227658272
1	0	4	0	0	0	47269.48828	33	33	0	1	7098.171387	96	3	10.76362038	8.867733002
1	0	4	0	1	0	11521.65527	14	14	0	0	475.4571838	97	3	9.351984024	6.166378021
1	0	2	0	0	0	23527.42969	18	22	0	1	1720.885498	98	3	10.06592274	7.451175213
1	0	5	0	0	0	35410.00781	25	28	0	0	3223.291748	99	3	10.47474957	8.078468323
0	0	1	1	0	0	23736.28516	26	26	0	1	3391.7229	100	3	10.07476044	8.129387856
0	0	1	1	0	0	34266.60156	30	34	0	1	3984.600586	101	3	10.441926	8.29044342
0	0	1	0	0	1	2663.137695	0	0	0	0	0	102	3	7.887260437	0
1	0	2	0	0	0	26843.11914	22	25	0	1	3250.240723	103	3	10.1977644	8.086791992
0	0	1	0	0	1	15920.11523	23	23	0	0	2042.348389	104	3	9.675338745	7.622344971
0	0	1	0	1	0	25263.71484	30	30	0	0	4459.095215	105	3	10.13712406	8.402925491
0	0	1	0	0	0	6604.427246	12	14	1	0	188.6429291	106	3	8.795495987	5.245142937
0	0	1	0	0	0	30514.91797	26	34	0	0	3323.387939	107	3	10.32597065	8.109041214
0	0	1	0	0	1	2997.112549	0	0	0	0	0	108	3	8.005404472	0
0	1	2	0	0	0	20226.17969	24	24	0	1	2548.604492	109	3	9.914732933	7.843693733
1	0	2	0	0	0	47964.39063	28	38	0	0	5503.368652	110	3	10.77821445	8.613297462
0	1	2	0	1	0	21986.52539	24	24	0	0	3033.686279	111	3	9.998185158	8.017863274
1	0	4	0	0	0	41358.03516	28	33	0	0	4980.750488	112	3	10.63002205	8.513536453
1	0	2	0	0	0	26603.46484	22	25	0	0	2772.858398	113	3	10.188797	7.927994728
1	0	2	0	0	0	38207.89063	33	33	0	1	6427.333984	114	3	10.55079746	8.768470764
1	0	2	0	0	0	31721.84766	22	28	1	1	2620.789307	115	3	10.36476135	7.871612072
0	1	3	0	1	0	20722.81055	24	24	0	0	2051.973145	116	3	9.938990593	7.627044201
0	0	1	0	0	0	37086.62109	38	38	0	1	8360.923828	117	3	10.52101135	9.031443596
0	0	1	0	0	0	16658.32617	15	23	0	0	692.0115356	118	3	9.720664978	6.541046619
1	0	3	0	0	0	26320.5	22	22	0	1	3139.557373	119	3	10.17810345	8.052155495
1	0	2	1	0	0	100892.2031	42	45	0	0	21135.70703	120	3	11.52180767	9.958766937
1	0	3	0	0	0	27214.62891	18	25	1	1	2364.773926	121	3	10.2115097	7.76886034
1	0	5	0	0	0	1802.694946	0	0	1	1	0	122	3	7.497037888	0
1	0	4	0	0	0	38305.10156	28	33	0	0	5384.985352	123	3	10.55333805	8.591555595
0	0	1	0	1	0	21988.45117	26	26	0	0	3541.867188	124	3	9.998272896	8.172691345
1	0	5	0	0	0	36597.69141	22	28	0	0	3171.318604	125	3	10.50774002	8.062217712
0	1	2	0	1	0	8814.244141	12	14	0	0	0	126	3	9.084124565	0
1	0	4	0	0	0	23163.61914	16	18	1	1	1602.502441	127	3	10.05033779	7.379945755
1	0	4	0	1	0	31240.61523	25	25	0	1	4230.991211	128	3	10.34947395	8.350427628
0	0	1	1	0	0	8623.676758	15	15	0	0	563.0413818	129	3	9.06226635	6.335127831
1	0	2	0	0	0	44000	33	33	0	1	6126.083008	130	3	10.69194508	8.720474243
0	0	1	0	0	0	23841.19336	26	30	0	0	3779.595703	131	3	10.07917023	8.237636566
1	0	3	0	1	0	10699.71094	12	14	0	0	131.8575592	132	3	9.277972221	4.889277458
1	0	2	0	0	0	13570.74121	14	16	0	1	534.1674805	133	3	9.51567173	6.282579899
1	0	2	1	0	0	31416.74609	14	25	0	1	468.7199097	134	3	10.35509682	6.152136803
1	0	4	0	0	0	26301.25195	22	22	0	1	2461.982666	135	3	10.17737198	7.809128284
1	0	4	0	0	0	72939.36719	33	42	0	1	8888.354492	136	3	11.19738388	9.092609406
0	1	3	0	1	0	14861.40527	18	18	0	0	853.7055054	137	3	9.60652256	6.750756741
1	0	5	0	1	0	17554.37891	14	16	0	0	444.6583252	138	3	9.773058891	6.099552631
1	0	5	0	0	0	21282.96484	14	18	1	0	404.2348328	139	3	9.965662003	6.004466534
1	0	3	1	0	0	14128.00781	14	14	0	0	711.2608032	140	3	9.555914879	6.568444252
1	0	2	0	0	0	47860.44141	28	38	0	0	5419.634277	141	3	10.77604485	8.597968102
0	0	1	0	0	1	8676.612305	15	15	0	0	720.885437	142	3	9.068386078	6.581866264
1	0	2	1	0	0	142326.2813	49	49	0	1	39470.64453	143	3	11.86587715	10.58333778
0	0	1	0	0	1	6124.157715	14	14	0	0	357.0740967	144	3	8.719996452	5.880740166
1	0	4	0	0	0	15309.91309	14	16	0	1	806.5447388	145	3	9.636256218	6.693998337
1	0	2	0	0	0	48056.78516	28	38	0	0	4966.313965	146	3	10.78013897	8.510634422
1	0	3	0	0	0	23162.65625	18	22	0	0	1697.786377	147	3	10.05029678	7.437669277
0	0	1	0	0	0	6073.147461	0	14	0	1	0	148	3	8.711631775	0
1	0	4	0	0	0	31415.78516	16	25	0	0	1469.682373	149	3	10.35506535	7.293481827
0	0	1	0	0	0	18499.51953	20	26	0	1	1738.209839	150	3	9.825499535	7.461185932
1	0	5	0	0	0	35917.22656	25	28	1	0	2488.931641	151	3	10.48897266	7.820010662
0	0	1	0	1	0	4083.734375	0	11	0	0	0	152	3	8.314766884	0
0	0	1	0	0	0	6743.984375	11	14	1	1	11.54956722	153	3	8.81640625	2.529686213
0	0	1	0	0	0	16162.65625	23	23	0	1	1953.801758	154	3	9.690458298	7.578043938
1	0	3	0	0	0	12028.87402	0	14	0	1	0	155	3	9.395065308	0
1	0	2	0	0	0	85613.08594	42	45	0	0	17093.35938	156	3	11.35759354	9.74650383
1	0	3	0	0	0	6615.977051	11	11	1	0	0	157	3	8.797243118	0
1	0	5	0	1	0	10964.38867	11	11	0	0	2.887391806	158	3	9.302408218	1.357738376
1	0	3	0	0	0	70897.97656	28	42	1	0	5143.407227	159	3	11.16899681	8.545665741
1	0	4	0	0	0	6390.760254	0	0	0	0	0	160	3	8.762608528	0
1	0	5	0	0	0	34013.47266	25	25	0	1	3267.564941	161	3	10.43451214	8.092105865
1	0	5	0	1	0	13427.33398	12	14	0	1	0	162	3	9.505047798	0
1	0	3	0	0	0	14752.64648	12	16	0	0	427.3339844	163	3	9.599177361	6.059903145
0	0	1	0	1	0	12809.43262	16	18	0	0	1069.297363	164	3	9.457937241	6.975691795
0	1	2	0	1	0	8630.414063	14	14	0	0	405.1972961	165	3	9.063047409	6.006838799
1	0	4	0	0	0	38605.39063	25	33	0	1	4423.483887	166	3	10.56114674	8.394908905
1	0	3	0	0	0	19948.99023	16	18	1	1	1540.904663	167	3	9.900934219	7.340773582
1	0	2	1	0	0	16758.42188	12	16	0	1	311.8383179	168	3	9.72665596	5.745686531
1	0	3	0	0	0	30620.78906	25	25	0	0	3930.702637	169	3	10.32943439	8.276827812
1	0	3	0	0	0	13894.12891	12	14	1	1	300.2887268	170	3	9.539221764	5.708068848
1	0	2	0	1	0	13542.83008	14	16	0	0	1007.699707	171	3	9.513612747	6.916417599
1	0	2	0	0	0	31729.54688	25	28	0	0	3762.271484	172	3	10.36500359	8.233043671
0	1	2	0	0	0	11821.94434	17	17	0	1	994.2252197	173	3	9.377713203	6.902968884
0	1	2	0	0	0	31059.67188	28	32	0	0	4613.089355	174	3	10.34366512	8.436869621
0	0	1	0	0	0	30973.05078	34	34	0	1	5875.842285	175	3	10.34087276	8.678774834
0	0	1	0	0	1	4876.804688	12	12	0	0	194.4177094	176	3	8.492245674	5.275139332
1	0	3	0	1	0	38163.61719	28	33	0	0	5007.699707	177	3	10.54963779	8.518931389
0	0	1	0	0	1	11117.4209	16	16	0	0	1123.195435	178	3	9.316268921	7.024822712
1	0	2	0	0	0	8940.327148	0	12	1	0	0	179	3	9.098327637	0
0	0	1	0	0	0	30708.37305	26	34	0	1	3692.011475	180	3	10.33229065	8.214197159
1	0	4	0	0	0	52145.33203	33	38	0	1	6907.603516	181	3	10.8617897	8.840522766
0	0	1	0	0	1	13744.94727	20	20	0	0	1584.215576	182	3	9.52842617	7.368475914
1	0	2	0	0	0	62796.92188	38	42	0	1	8902.791016	183	3	11.04766178	9.094232559
1	0	5	1	1	0	11386.91016	12	12	0	0	254.0904694	184	3	9.340219498	5.541618347
0	1	2	0	1	0	3674.687256	0	0	0	0	0	185	3	8.209223747	0
1	0	4	0	0	0	51173.24219	33	38	1	1	6214.629395	186	3	10.8429718	8.734822273
1	0	2	0	1	0	22820.98242	22	22	0	1	2493.743896	187	3	10.03543568	7.821941376
1	0	3	0	0	0	73044.27344	42	42	0	0	16544.75391	188	3	11.19882107	9.713884354
1	0	2	1	0	0	26984.59961	16	25	1	0	1236.766113	189	3	10.203022	7.121063709
1	0	2	0	0	0	4845.043457	0	0	1	1	0	190	3	8.485711098	0
0	0	1	0	0	1	32715.11133	34	34	0	0	6841.193359	191	3	10.39559269	8.830863953
1	0	3	0	0	0	69474.49219	38	42	0	1	14042.34863	192	3	11.14871502	9.54990387
1	0	2	1	0	0	28869.10547	16	25	0	1	1325.312744	193	3	10.27052689	7.19015789
0	0	1	0	0	0	33712.22266	34	34	0	0	5695.861328	194	3	10.42561531	8.647670746
1	0	3	0	0	0	29901.82813	18	25	0	1	1887.391724	195	3	10.30567455	7.543480873
1	0	2	1	0	0	8857.555664	11	11	0	0	182.8681488	196	3	9.089026451	5.214219093
1	0	4	0	0	0	53478.34375	33	38	1	0	8825.793945	197	3	10.88703251	9.085547447
1	0	4	0	0	0	32977.86328	22	28	1	1	2726.660156	198	3	10.40359211	7.91119957
1	0	2	1	0	0	16670.83789	16	16	1	0	1217.516846	199	3	9.721416473	7.105389595
0	0	1	0	0	0	57640.03906	42	48	0	1	10615.97656	200	3	10.96197319	9.270209312
1	0	2	1	0	0	43149.18359	25	33	0	1	3677.574707	201	3	10.67241859	8.210280418
0	0	1	0	0	1	11284.88965	16	16	0	0	1146.294556	202	3	9.331219673	7.045161724
0	0	1	0	0	1	11573.62891	18	18	0	0	1188.642944	203	3	9.356484413	7.081408501
1	0	4	0	0	0	18624.63867	16	16	0	0	1564.003906	204	3	9.832241058	7.355643749
1	0	2	1	0	0	28416.74609	14	25	0	1	733.397522	205	3	10.25473404	6.599050522
1	0	2	0	1	0	18706.44922	18	18	0	1	1914.340698	206	3	9.836623192	7.557650566
1	0	4	0	0	0	18050.04883	16	16	1	1	1448.508179	207	3	9.80090332	7.278979778
1	0	3	0	1	0	9113.570313	12	12	0	0	317.6130981	208	3	9.117520332	5.763977528
1	0	4	0	0	0	55598.65234	25	38	0	0	3914.34082	209	3	10.92591381	8.272657394
1	0	5	0	0	0	50326.27344	33	38	0	0	6400.384766	210	3	10.8262825	8.764269829
0	1	2	0	1	0	8406.160156	14	14	0	0	343.5996094	211	3	9.036720276	5.842383385
1	0	4	0	0	0	24041.38672	22	22	0	0	2514.918213	212	3	10.08753204	7.830393314
1	0	4	0	0	0	42809.43359	28	33	0	0	5182.868164	213	3	10.66451359	8.55330658
1	0	4	0	0	0	43556.30469	28	33	0	1	4980.750488	214	3	10.68180943	8.513536453
1	0	4	0	0	0	37125.12109	25	28	0	0	3593.840332	215	3	10.52204895	8.187254906
0	0	1	1	0	0	13230.99121	16	18	1	1	801.7324219	216	3	9.490317345	6.68802166
1	0	4	0	0	0	37324.35156	22	28	0	1	2663.137695	217	3	10.52740097	7.887635708
1	0	3	0	0	0	68378.25	33	42	0	1	8515.880859	218	3	11.13280964	9.049805641
1	0	4	0	0	0	40970.16406	16	33	1	1	1424.446533	219	3	10.62059975	7.26224041
0	0	1	1	0	0	15802.69531	15	20	0	1	319.5380249	220	3	9.667935371	5.770000935
1	0	2	0	0	0	45308.94922	22	33	1	1	2042.348389	221	3	10.72126007	7.622344971
0	0	1	0	0	1	14620.78906	20	20	0	0	1767.08374	222	3	9.590199471	7.477651596
0	0	1	0	1	0	6897.979004	14	14	0	0	235.8036499	223	3	8.838983536	5.467231274
0	0	1	0	0	1	10475.45703	16	16	0	0	1007.699707	224	3	9.256790161	6.916417599
0	0	1	0	0	1	9309.913086	16	16	0	0	830.6063232	225	3	9.138834953	6.723359108
1	0	3	0	1	0	25073.14648	22	22	0	0	2874.879639	226	3	10.12955284	7.964113712
0	0	4	0	1	0	12445.62109	16	16	0	0	869.1049194	227	3	9.429123878	6.768613815
0	0	1	0	0	0	16596.72852	23	23	0	1	2197.305176	228	3	9.716960907	7.695441723
1	0	3	0	0	0	49523.58203	33	38	0	0	6187.680664	229	3	10.81020451	8.730477333
0	0	1	0	0	0	22132.82031	23	26	1	1	2451.395508	230	3	10.00481701	7.804820538
1	0	3	0	0	0	51578.44141	33	38	0	1	7411.93457	231	3	10.85085869	8.910982132
1	0	5	0	0	0	27000.96289	11	22	1	1	76.03464508	232	3	10.20362759	4.344255447
1	0	4	0	1	0	13209.81738	14	14	0	0	670.8373413	233	3	9.488715172	6.510016441
0	0	1	0	0	1	2242.541016	0	0	0	0	0	234	3	7.715364933	0
1	0	5	0	0	0	22111.64648	14	18	0	1	704.5235596	235	3	10.00385952	6.558940411
0	0	1	0	0	1	28440.80859	30	30	0	0	5397.497559	236	3	10.25557995	8.593875885
1	0	2	0	0	0	58959.57813	38	38	0	1	13272.37695	237	3	10.9846077	9.493515968
1	0	2	0	0	0	55470.64453	33	38	0	0	7920.115723	238	3	10.92360878	8.977287292
1	0	3	0	0	0	89953.80469	42	45	0	1	15842.15625	239	3	11.40705109	9.670493126
0	1	4	0	0	0	17315.6875	18	18	0	1	444.6583252	240	3	9.759367943	6.099552631
0	0	1	0	0	1	2541.867188	0	0	0	0	0	241	3	7.840654373	0
1	0	2	1	0	0	6865.254883	0	0	0	1	0	242	3	8.834228516	0
1	0	2	0	0	0	50243.50391	33	38	0	1	9175.167969	243	3	10.82463646	9.124364853
0	0	1	0	0	1	13895.0918	20	20	0	0	1622.714111	244	3	9.539291382	7.392471313
1	0	3	0	0	0	31416.74609	25	25	0	1	3171.318604	245	3	10.35509682	8.062217712
0	0	3	0	0	0	35578.44141	26	34	0	1	2853.705566	246	3	10.47949505	7.956724167
1	0	2	1	0	0	34008.66406	22	28	0	1	2536.092285	247	3	10.43437099	7.838774204
1	0	2	0	0	0	42406.16016	22	33	0	1	3142.44458	248	3	10.65504932	8.053074837
1	0	4	0	0	0	59247.35156	28	38	0	1	5667.950195	249	3	10.9894762	8.642759323
0	0	1	0	0	0	9800.769531	16	16	1	1	815.2069092	250	3	9.190216064	6.704668045
0	0	1	0	0	0	33413.85938	30	34	0	0	4577.478516	251	3	10.41672611	8.429121971
0	0	1	0	0	1	6191.530273	14	14	0	0	370.5486145	252	3	8.730937958	5.917679787
0	1	2	0	0	0	20435.99609	20	24	0	1	2039.46106	253	3	9.925053596	7.620931149
0	1	3	0	0	0	20825.79492	18	24	1	1	927.8151855	254	3	9.943947792	6.833909988
1	0	3	0	0	0	24033.68555	22	22	0	0	2430.221436	255	3	10.08721161	7.796149254
0	1	2	0	0	0	26794.0332	24	28	0	0	3472.569824	256	3	10.1959343	8.152937889
1	0	3	0	0	0	21049.08594	18	18	1	1	2113.570801	257	3	9.954612732	7.656607151
0	0	1	1	0	0	12166.50586	16	16	0	1	779.5957642	258	3	9.406441689	6.660057545
1	0	2	0	0	0	22521.89844	18	22	0	0	1813.868652	1	4	10.0222435	7.503768444
1	0	3	0	0	0	18554.74414	16	16	0	0	1386.861328	2	4	9.828480721	7.235519409
0	0	1	0	0	1	8836.678711	15	15	0	0	747.2627563	3	4	9.086666107	6.617753983
0	0	1	1	0	0	7914.233398	14	14	0	1	458.0292053	4	4	8.976418495	6.129113674
1	0	2	0	0	0	29506.38672	22	25	0	0	3333.94165	5	4	10.29236221	8.112210274
1	0	5	0	0	0	75635.94531	38	42	0	0	11468.97852	6	4	11.2336874	9.347488403
1	0	2	1	0	0	19796.5332	14	18	1	1	1033.759155	7	4	9.893261909	6.941924095
1	0	2	0	0	0	169942.5156	49	50	1	0	36204.37891	8	4	12.04321575	10.49696255
1	0	4	0	0	0	22065.69336	16	18	0	1	1401.459839	9	4	10.00177956	7.245983124
0	0	1	0	0	1	11597.62793	16	16	0	0	1180.656982	10	4	9.358555794	7.074672699
1	0	2	0	1	0	38760.03516	28	33	0	0	6123.175293	11	4	10.56514454	8.719999313
0	0	1	0	0	1	24.63503647	0	0	0	0	0	12	4	3.20416975	0
1	0	2	1	0	0	19640.51172	16	16	0	0	1620.437988	13	4	9.885349274	7.391068459
1	0	5	0	0	0	38609.48828	25	28	0	1	4307.481934	14	4	10.56125355	8.368340492
1	0	2	1	0	0	3612.226318	18	0	1	0	2322.992676	15	4	8.192079544	7.751041889
0	0	1	0	0	0	1547.445313	20	0	0	1	1958.94165	16	4	7.344360828	7.58066988
0	1	2	0	0	0	37322.08203	32	35	0	0	4966.240723	17	4	10.52733994	8.510620117
1	0	2	0	0	0	36247.26172	11	28	1	1	65.69342804	18	4	10.49811935	4.200106621
1	0	4	0	0	0	41383.21094	28	33	0	1	4807.481934	19	4	10.63063049	8.478137016
1	0	0	0	0	0	379018.25	49	50	0	1	61140.51172	20	4	12.84533978	11.0209465
1	0	2	0	0	0	54439.78125	33	38	0	0	6775.547363	21	4	10.90485001	8.821223259
0	0	1	0	0	1	12270.98535	18	18	0	0	1302.919678	22	4	9.414993286	7.173130035
1	0	4	0	0	0	33191.60547	25	25	0	0	3252.737305	23	4	10.4100523	8.0875597
0	0	1	0	1	0	19179.74414	26	26	0	0	2727.189697	24	4	9.861610413	7.911393642
0	0	1	0	0	0	34091.24219	26	34	0	1	2841.240967	25	4	10.43679619	7.952348232
1	0	2	1	0	0	22605.83984	16	18	0	1	1503.649658	26	4	10.02596378	7.316315174
1	0	2	0	0	0	16324.81738	16	16	0	1	1109.489014	27	4	9.70044136	7.012555599
0	1	3	0	1	0	6917.883301	11	11	0	0	0	28	4	8.84186554	0
0	0	1	0	0	0	6691.605957	14	14	0	1	419.7080383	29	4	8.808609009	6.041939259
1	0	3	0	0	0	24104.92773	22	22	0	0	2543.795654	30	4	10.09017181	7.841805458
0	1	3	0	1	0	16077.55469	18	18	0	0	564.7810059	31	4	9.68517971	6.338207245
0	0	1	0	0	0	22188.86914	26	26	0	1	3130.474365	32	4	10.00734615	8.049259186
0	0	1	0	0	1	15603.10254	20	20	0	0	1931.569336	33	4	9.6552248	7.566605568
0	0	1	0	0	0	7731.751953	15	15	0	1	719.8905029	34	4	8.953090668	6.580487251
1	0	2	1	0	0	16597.62695	16	16	0	1	1671.532837	35	4	9.717015266	7.422094345
0	0	1	0	0	0	30950.73047	23	34	1	0	2135.948975	36	4	10.34015179	7.667134285
1	0	4	0	0	0	33732.66406	25	28	0	1	3714.416016	37	4	10.42622185	8.220246315
1	0	3	0	0	0	11488.13867	14	14	0	1	586.678833	38	4	9.349070549	6.376180649
1	0	1	0	0	0	9900.547852	18	18	1	1	962.5912476	39	4	9.200345039	6.870666981
0	0	1	0	0	1	22624.08789	26	26	0	0	3616.78833	40	4	10.02677059	8.193617821
0	0	1	0	0	0	28486.31445	30	30	0	0	4070.255371	41	4	10.25717926	8.311706543
1	0	0	0	0	0	242011.8594	50	50	0	1	77518.25	42	4	12.39674187	11.25828171
1	0	5	0	1	0	19648.72266	14	16	0	0	976.2773438	43	4	9.885767937	6.884770393
1	0	2	0	0	0	18150.54688	18	18	0	1	1731.751831	44	4	9.806455612	7.457466125
1	0	4	0	0	0	52414.23438	25	38	0	1	4455.291992	45	4	10.86693382	8.402071953
0	0	1	0	0	0	71079.38281	48	48	0	1	19023.72266	46	4	11.17155266	9.853494644
1	0	2	0	0	0	37583.94141	28	33	0	1	5190.693359	47	4	10.53433228	8.554815292
0	0	1	0	0	0	0.912408769	0	0	1	1	0	48	4	-0.09166719	0
1	0	4	0	0	0	32105.83984	22	25	0	0	2320.255371	49	4	10.37679291	7.749863625
1	0	5	0	0	0	96350.36719	38	45	0	1	10967.15332	50	4	11.47574615	9.302751541
0	0	1	0	0	1	20398.72266	26	26	0	0	3047.445313	51	4	9.92322731	8.022386551
1	0	2	0	0	0	40831.20313	38	33	0	1	12728.10254	52	4	10.61720181	9.451645851
1	0	2	1	0	0	12713.50391	18	14	0	0	1731.751831	53	4	9.45042038	7.457466125
0	0	1	0	1	0	25390.51172	30	30	0	0	4302.919922	54	4	10.14213085	8.367281914
1	0	2	0	0	0	24275.54688	18	22	0	0	2052.007324	55	4	10.09722519	7.62706089
0	1	2	0	0	0	13103.10254	17	17	0	0	1147.810181	56	4	9.480604172	7.046482086
1	0	2	1	0	0	7040.145996	11	11	0	1	61.1313858	57	4	8.859384537	4.12925148
1	0	3	0	0	0	12734.48926	16	14	0	1	1364.963501	58	4	9.452069283	7.219615459
0	0	2	0	0	0	2797.445313	30	0	0	1	4768.248047	59	4	7.936461926	8.469944
0	0	1	0	0	0	43114.96484	34	42	0	0	6965.328613	60	4	10.67162514	8.848843575
1	0	2	0	0	0	17100.36523	16	16	0	0	1583.94165	61	4	9.746854782	7.368302822
1	0	2	0	0	0	39005.47266	33	33	0	0	6294.708008	62	4	10.57145691	8.747623444
1	0	3	0	0	0	51501.82422	33	38	0	1	8989.050781	63	4	10.84937286	9.103874207
1	0	2	0	0	0	25517.33594	22	22	0	0	2724.452637	64	4	10.1471138	7.9103899
1	0	2	0	0	0	88833.94531	38	45	0	1	11122.2627	65	4	11.39452362	9.316794395
1	0	2	0	1	0	25073.9043	22	22	0	0	2955.291992	66	4	10.12958336	7.991691113
1	0	5	0	0	0	16771.89844	14	16	0	1	778.284668	67	4	9.727459908	6.658376217
1	0	2	0	0	0	91588.5	42	45	1	1	16377.7373	68	4	11.42506123	9.703739166
0	1	3	0	1	0	13650.54785	17	17	0	0	1141.42334	69	4	9.52153492	7.040906906
1	0	3	0	0	0	31750.91211	28	25	1	0	5458.941406	70	4	10.36567688	8.605193138
1	0	2	0	1	0	27480.83984	22	25	0	1	3256.386963	71	4	10.22124386	8.088680267
1	0	3	0	0	0	56186.13281	28	38	0	0	5650.547363	72	4	10.93642521	8.639684677
0	0	1	0	0	1	16019.16016	23	23	0	0	1989.051147	73	4	9.681540489	7.595915794
1	0	2	1	0	0	34432.48047	28	28	0	1	4769.160645	74	4	10.44675541	8.470135689
1	0	2	0	1	0	21197.08008	18	18	0	0	2339.416016	75	4	9.961618423	7.75808382
1	0	2	0	1	0	31021.89844	25	25	0	1	4614.963379	76	4	10.34244823	8.437275887
1	0	2	0	0	0	16447.08008	16	16	0	0	1481.751831	77	4	9.707902908	7.301654816
1	0	3	0	1	0	13834.85449	14	14	0	0	925.1824951	78	4	9.534946442	6.831071377
0	1	2	0	1	0	6524.635254	12	12	0	0	0	79	4	8.783340454	0
0	0	1	0	0	0	9672.445313	15	16	0	1	774.6350098	80	4	9.177036285	6.653682232
1	0	3	0	0	0	65261.85938	38	42	0	0	10273.72266	81	4	11.08616352	9.237442017
0	0	1	1	0	0	9698.905273	15	15	0	1	535.5839233	82	4	9.179768562	6.285223007
1	0	2	0	0	0	82490.875	42	42	0	1	15602.18945	83	4	11.32044315	9.655230522
1	0	3	0	0	0	37376.82422	28	28	0	1	5995.437988	84	4	10.52880573	8.698921204
1	0	4	0	0	0	8791.970703	11	11	0	0	0	85	4	9.081594467	0
1	0	4	0	0	0	43471.71484	28	33	0	1	4777.37207	86	4	10.67986584	8.471855164
1	0	5	0	0	0	20688.86914	12	18	0	1	363.1386719	87	4	9.937351227	5.897534847
1	0	2	1	0	0	1568.430664	0	0	1	1	0	88	4	7.357831001	0
1	0	3	0	0	0	45172.44531	25	33	0	1	3828.467041	89	4	10.71824265	8.250480652
0	1	2	0	1	0	12373.1748	17	17	0	1	1087.591187	90	4	9.423286438	6.992639542
0	0	1	0	0	0	8214.416016	14	15	0	0	413.321167	91	4	9.013646126	6.026641369
0	0	1	0	0	0	7884.124023	15	15	0	1	0	92	4	8.972606659	0
1	0	3	0	0	0	40761.85938	28	33	0	1	5133.211914	93	4	10.61550236	8.543681145
1	0	5	0	0	0	23819.34375	18	18	1	1	2117.700684	94	4	10.07825279	7.658558369
1	0	5	0	0	0	39861.3125	28	33	0	1	4794.708008	95	4	10.59316158	8.475476265
1	0	3	0	0	0	51400.54688	33	38	0	1	8597.62793	96	4	10.84740448	9.059357643
1	0	4	0	1	0	16546.5332	16	16	0	1	805.6569214	97	4	9.713932037	6.692898273
1	0	2	0	0	0	22800.18164	16	22	0	1	1635.036499	98	4	10.03452396	7.400032043
1	0	4	0	0	0	42984.48828	25	33	0	0	3881.386963	99	4	10.66859436	8.264204979
0	0	1	1	0	0	13179.74414	26	18	0	1	2940.693359	100	4	9.486436844	7.986740589
0	0	1	1	0	0	21918.79492	34	26	0	1	6657.84668	101	4	9.995100021	8.803701401
0	0	1	0	0	1	23572.99219	26	26	0	0	3913.321289	102	4	10.06785679	8.272397041
1	0	3	0	0	0	18933.39453	16	18	0	1	1677.007324	103	4	9.848682404	7.42536211
0	0	1	0	0	1	18002.73633	23	23	0	0	2429.744629	104	4	9.798278809	7.795952797
0	0	1	0	1	0	17153.28516	23	23	0	0	2292.883301	105	4	9.749944687	7.738001347
0	0	1	0	0	0	7102.189941	14	14	1	0	253.6496277	106	4	8.86815834	5.539888382
1	0	2	0	0	0	43063.86719	28	33	0	0	4896.897949	107	4	10.67043972	8.49656105
0	0	1	0	0	1	12802.00684	18	18	0	0	1393.248169	108	4	9.457357407	7.240110397
0	1	2	1	0	0	641.4233398	0	0	0	1	0	109	4	6.463689804	0
1	0	2	0	0	0	46586.67969	28	33	1	0	5280.109375	110	4	10.74907017	8.571891785
0	1	2	0	0	0	24180.65625	24	24	0	0	3520.985352	111	4	10.09330845	8.166780472
