WEEKEND	ZIP	NRETAIL	COUNTYCD	COUNTYNM	PERPERHH	MEDSCHYR	PRCRENT	PRC55P	HHMEDAGE	OLSALES	POPULATN	MEDHVL	MEDINC	TIME
12/26/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	305.00	0.591	37.50	36.10	39
01/02/99	53544	4	49	IOWA    	2.8	12.6	23	44	50	345.00	0.591	37.50	36.10	40
04/04/98	53563	13	105	ROCK    	2.8	12.7	28	33	46	4381.50	7.309	60.90	54.80	1
04/11/98	53563	13	105	ROCK    	2.8	12.7	28	33	46	4319.00	7.309	60.90	54.80	2
04/18/98	53563	13	105	ROCK    	2.8	12.7	28	33	46	4312.50	7.309	60.90	54.80	3
04/25/98	53563	13	105	ROCK    	2.8	12.7	28	33	46	4771.50	7.309	60.90	54.80	4
05/02/98	53563	13	105	ROCK    	2.8	12.7	28	33	46	5583.00	7.309	60.90	54.80	5
05/09/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	7353.50	7.309	60.90	54.80	6
05/16/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	15476.00	7.309	60.90	54.80	7
05/23/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	22226.50	7.309	60.90	54.80	8
05/30/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	3614.50	7.309	60.90	54.80	9
06/06/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	4728.50	7.309	60.90	54.80	10
06/13/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	4828.50	7.309	60.90	54.80	11
06/20/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	4972.00	7.309	60.90	54.80	12
06/27/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	5472.50	7.309	60.90	54.80	13
07/04/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	5877.50	7.309	60.90	54.80	14
07/11/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	7126.50	7.309	60.90	54.80	15
07/18/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	11397.50	7.309	60.90	54.80	16
07/25/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	28649.00	7.309	60.90	54.80	17
08/01/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	32439.00	7.309	60.90	54.80	18
08/08/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	5106.00	7.309	60.90	54.80	19
08/15/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	6075.50	7.309	60.90	54.80	20
08/22/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	6501.00	7.309	60.90	54.80	21
08/29/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	5408.00	7.309	60.90	54.80	22
09/05/98	53563	14	105	ROCK    	2.8	12.7	28	33	46	5523.50	7.309	60.90	54.80	23
09/12/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	5173.00	7.309	60.90	54.80	24
09/19/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	5060.50	7.309	60.90	54.80	25
09/26/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	6049.00	7.309	60.90	54.80	26
10/03/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4876.50	7.309	60.90	54.80	27
10/10/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	5028.00	7.309	60.90	54.80	28
10/17/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4685.50	7.309	60.90	54.80	29
10/24/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4750.50	7.309	60.90	54.80	30
10/31/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	5106.00	7.309	60.90	54.80	31
11/07/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4052.00	7.309	60.90	54.80	32
11/14/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4535.00	7.309	60.90	54.80	33
11/21/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	3824.00	7.309	60.90	54.80	34
11/28/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4384.50	7.309	60.90	54.80	35
12/05/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4380.50	7.309	60.90	54.80	36
12/12/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4385.00	7.309	60.90	54.80	37
12/19/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4758.50	7.309	60.90	54.80	38
12/26/98	53563	15	105	ROCK    	2.8	12.7	28	33	46	4767.00	7.309	60.90	54.80	39
01/02/99	53563	15	105	ROCK    	2.8	12.7	28	33	46	4448.00	7.309	60.90	54.80	40
04/04/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1860.00	7.193	71.10	57.50	1
04/11/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1986.00	7.193	71.10	57.50	2
04/18/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2082.00	7.193	71.10	57.50	3
04/25/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2197.50	7.193	71.10	57.50	4
05/02/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2159.00	7.193	71.10	57.50	5
05/09/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2796.00	7.193	71.10	57.50	6
05/16/98	53572	7	25	DANE    	2.7	12.9	34	35	44	6603.00	7.193	71.10	57.50	7
05/23/98	53572	7	25	DANE    	2.7	12.9	34	35	44	10370.00	7.193	71.10	57.50	8
05/30/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1382.50	7.193	71.10	57.50	9
06/06/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1910.50	7.193	71.10	57.50	10
06/13/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1839.00	7.193	71.10	57.50	11
06/20/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1966.00	7.193	71.10	57.50	12
06/27/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2113.00	7.193	71.10	57.50	13
07/04/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2235.50	7.193	71.10	57.50	14
07/11/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2496.00	7.193	71.10	57.50	15
07/18/98	53572	7	25	DANE    	2.7	12.9	34	35	44	3498.50	7.193	71.10	57.50	16
07/25/98	53572	7	25	DANE    	2.7	12.9	34	35	44	10631.00	7.193	71.10	57.50	17
08/01/98	53572	7	25	DANE    	2.7	12.9	34	35	44	12554.00	7.193	71.10	57.50	18
08/08/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2193.00	7.193	71.10	57.50	19
08/15/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2410.50	7.193	71.10	57.50	20
08/22/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2581.50	7.193	71.10	57.50	21
08/29/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2252.50	7.193	71.10	57.50	22
09/05/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2086.50	7.193	71.10	57.50	23
09/12/98	53572	7	25	DANE    	2.7	12.9	34	35	44	1922.00	7.193	71.10	57.50	24
09/19/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2216.50	7.193	71.10	57.50	25
09/26/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2237.50	7.193	71.10	57.50	26
10/03/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2028.00	7.193	71.10	57.50	27
10/10/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2124.00	7.193	71.10	57.50	28
10/17/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2140.50	7.193	71.10	57.50	29
10/24/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2123.00	7.193	71.10	57.50	30
10/31/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2227.50	7.193	71.10	57.50	31
11/07/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2008.50	7.193	71.10	57.50	32
11/14/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2109.00	7.193	71.10	57.50	33
11/21/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2185.50	7.193	71.10	57.50	34
11/28/98	53572	7	25	DANE    	2.7	12.9	34	35	44	2233.50	7.193	71.10	57.50	35
12/05/98	53572	8	25	DANE    	2.7	12.9	34	35	44	1878.50	7.193	71.10	57.50	36
12/12/98	53572	8	25	DANE    	2.7	12.9	34	35	44	2000.50	7.193	71.10	57.50	37
12/19/98	53572	8	25	DANE    	2.7	12.9	34	35	44	2005.00	7.193	71.10	57.50	38
12/26/98	53572	8	25	DANE    	2.7	12.9	34	35	44	2003.50	7.193	71.10	57.50	39
01/02/99	53572	8	25	DANE    	2.7	12.9	34	35	44	2207.00	7.193	71.10	57.50	40
04/04/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1889.00	2.540	58.40	43.00	1
04/11/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1603.00	2.540	58.40	43.00	2
04/18/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1865.50	2.540	58.40	43.00	3
04/25/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1886.00	2.540	58.40	43.00	4
05/02/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2063.50	2.540	58.40	43.00	5
05/09/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2386.50	2.540	58.40	43.00	6
05/16/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	4810.50	2.540	58.40	43.00	7
05/23/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	6855.50	2.540	58.40	43.00	8
05/30/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1147.50	2.540	58.40	43.00	9
06/06/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1825.50	2.540	58.40	43.00	10
06/13/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1907.50	2.540	58.40	43.00	11
06/20/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1862.50	2.540	58.40	43.00	12
06/27/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2027.00	2.540	58.40	43.00	13
07/04/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1954.50	2.540	58.40	43.00	14
07/11/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2508.50	2.540	58.40	43.00	15
07/18/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	3084.00	2.540	58.40	43.00	16
07/25/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	8221.50	2.540	58.40	43.00	17
08/01/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	10262.00	2.540	58.40	43.00	18
08/08/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2174.50	2.540	58.40	43.00	19
08/15/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2074.50	2.540	58.40	43.00	20
08/22/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	2150.50	2.540	58.40	43.00	21
08/29/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1854.00	2.540	58.40	43.00	22
09/05/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1956.00	2.540	58.40	43.00	23
09/12/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1718.50	2.540	58.40	43.00	24
09/19/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1764.00	2.540	58.40	43.00	25
09/26/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1961.50	2.540	58.40	43.00	26
10/03/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1588.50	2.540	58.40	43.00	27
10/10/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1593.50	2.540	58.40	43.00	28
10/17/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1605.50	2.540	58.40	43.00	29
10/24/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1600.50	2.540	58.40	43.00	30
10/31/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1818.50	2.540	58.40	43.00	31
11/07/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1394.50	2.540	58.40	43.00	32
11/14/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1608.00	2.540	58.40	43.00	33
11/21/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1514.50	2.540	58.40	43.00	34
11/28/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1778.50	2.540	58.40	43.00	35
12/05/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1735.00	2.540	58.40	43.00	36
12/12/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1672.00	2.540	58.40	43.00	37
12/19/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1546.50	2.540	58.40	43.00	38
12/26/98	53574	4	45	GREEN   	2.6	12.7	26	45	52	1640.00	2.540	58.40	43.00	39
01/02/99	53574	4	45	GREEN   	2.6	12.7	26	45	52	1570.00	2.540	58.40	43.00	40
04/04/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1931.00	6.537	45.00	36.30	1
04/11/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2021.50	6.537	45.00	36.30	2
04/18/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2018.00	6.537	45.00	36.30	3
04/25/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2071.00	6.537	45.00	36.30	4
05/02/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2357.00	6.537	45.00	36.30	5
05/09/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	3422.00	6.537	45.00	36.30	6
05/16/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	6785.00	6.537	45.00	36.30	7
05/23/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	9666.00	6.537	45.00	36.30	8
05/30/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1350.00	6.537	45.00	36.30	9
06/06/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1782.00	6.537	45.00	36.30	10
06/13/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1963.00	6.537	45.00	36.30	11
06/20/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2064.50	6.537	45.00	36.30	12
06/27/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2080.00	6.537	45.00	36.30	13
07/04/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2233.00	6.537	45.00	36.30	14
07/11/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2928.00	6.537	45.00	36.30	15
07/18/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	3992.00	6.537	45.00	36.30	16
07/25/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	9606.00	6.537	45.00	36.30	17
08/01/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	11759.00	6.537	45.00	36.30	18
08/08/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2106.00	6.537	45.00	36.30	19
08/15/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2341.00	6.537	45.00	36.30	20
08/22/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2547.00	6.537	45.00	36.30	21
08/29/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2078.00	6.537	45.00	36.30	22
09/05/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2115.00	6.537	45.00	36.30	23
09/12/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1953.00	6.537	45.00	36.30	24
09/19/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2209.00	6.537	45.00	36.30	25
09/26/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2470.00	6.537	45.00	36.30	26
10/03/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1979.00	6.537	45.00	36.30	27
10/10/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1913.50	6.537	45.00	36.30	28
10/17/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2016.00	6.537	45.00	36.30	29
10/24/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1958.00	6.537	45.00	36.30	30
10/31/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2166.00	6.537	45.00	36.30	31
11/07/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1740.50	6.537	45.00	36.30	32
11/14/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1955.00	6.537	45.00	36.30	33
11/21/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1972.00	6.537	45.00	36.30	34
11/28/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2003.50	6.537	45.00	36.30	35
12/05/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	1919.00	6.537	45.00	36.30	36
12/12/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2028.50	6.537	45.00	36.30	37
12/19/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2026.50	6.537	45.00	36.30	38
12/26/98	53813	14	43	GRANT   	2.7	12.6	33	43	51	2002.00	6.537	45.00	36.30	39
01/02/99	53813	14	43	GRANT   	2.7	12.6	33	43	51	2111.50	6.537	45.00	36.30	40
04/04/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	258.00	0.717	35.40	36.80	1
04/11/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	209.00	0.717	35.40	36.80	2
04/18/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	214.00	0.717	35.40	36.80	3
04/25/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	249.00	0.717	35.40	36.80	4
05/02/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	301.50	0.717	35.40	36.80	5
05/09/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	349.00	0.717	35.40	36.80	6
05/16/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	462.00	0.717	35.40	36.80	7
05/23/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	704.00	0.717	35.40	36.80	8
05/30/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	128.00	0.717	35.40	36.80	9
06/06/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	191.00	0.717	35.40	36.80	10
06/13/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	302.00	0.717	35.40	36.80	11
06/20/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	204.00	0.717	35.40	36.80	12
06/27/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	201.00	0.717	35.40	36.80	13
07/04/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	206.00	0.717	35.40	36.80	14
07/11/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	229.00	0.717	35.40	36.80	15
07/18/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	320.00	0.717	35.40	36.80	16
07/25/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	789.00	0.717	35.40	36.80	17
08/01/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	955.50	0.717	35.40	36.80	18
08/08/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	291.00	0.717	35.40	36.80	19
08/15/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	208.00	0.717	35.40	36.80	20
08/22/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	265.00	0.717	35.40	36.80	21
08/29/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	205.00	0.717	35.40	36.80	22
09/05/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	249.00	0.717	35.40	36.80	23
09/12/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	193.00	0.717	35.40	36.80	24
09/19/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	219.00	0.717	35.40	36.80	25
09/26/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	198.00	0.717	35.40	36.80	26
10/03/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	225.00	0.717	35.40	36.80	27
10/10/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	196.00	0.717	35.40	36.80	28
10/17/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	206.00	0.717	35.40	36.80	29
10/24/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	281.00	0.717	35.40	36.80	30
10/31/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	236.00	0.717	35.40	36.80	31
11/07/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	204.00	0.717	35.40	36.80	32
11/14/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	271.50	0.717	35.40	36.80	33
11/21/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	173.00	0.717	35.40	36.80	34
11/28/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	239.00	0.717	35.40	36.80	35
12/05/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	253.00	0.717	35.40	36.80	36
12/12/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	276.00	0.717	35.40	36.80	37
12/19/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	226.00	0.717	35.40	36.80	38
12/26/98	53924	6	103	RICHLAND	2.7	12.3	21	44	52	255.00	0.717	35.40	36.80	39
01/02/99	53924	6	103	RICHLAND	2.7	12.3	21	44	52	303.00	0.717	35.40	36.80	40
04/04/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1585.00	4.859	43.70	31.20	1
04/11/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1742.50	4.859	43.70	31.20	2
04/18/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1956.00	4.859	43.70	31.20	3
04/25/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1699.50	4.859	43.70	31.20	4
05/02/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	2278.00	4.859	43.70	31.20	5
05/09/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	2449.50	4.859	43.70	31.20	6
05/16/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	5066.50	4.859	43.70	31.20	7
05/23/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	5967.00	4.859	43.70	31.20	8
05/30/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1385.00	4.859	43.70	31.20	9
06/06/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1424.50	4.859	43.70	31.20	10
06/13/98	53934	11	1	ADAMS   	2.4	12.2	20	56	57	1192.50	4.859	43.70	31.20	11
06/20/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1888.50	4.859	43.70	31.20	12
06/27/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1749.50	4.859	43.70	31.20	13
07/04/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	2230.50	4.859	43.70	31.20	14
07/11/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	2629.50	4.859	43.70	31.20	15
07/18/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	3223.00	4.859	43.70	31.20	16
07/25/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	8142.50	4.859	43.70	31.20	17
08/01/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	7716.00	4.859	43.70	31.20	18
08/08/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	2249.00	4.859	43.70	31.20	19
08/15/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	2119.00	4.859	43.70	31.20	20
08/22/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	2226.50	4.859	43.70	31.20	21
08/29/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1834.50	4.859	43.70	31.20	22
09/05/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1992.00	4.859	43.70	31.20	23
09/12/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1860.00	4.859	43.70	31.20	24
09/19/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1777.50	4.859	43.70	31.20	25
09/26/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1796.00	4.859	43.70	31.20	26
10/03/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1548.00	4.859	43.70	31.20	27
10/10/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1617.00	4.859	43.70	31.20	28
10/17/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1792.50	4.859	43.70	31.20	29
10/24/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1720.00	4.859	43.70	31.20	30
10/31/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1816.50	4.859	43.70	31.20	31
11/07/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1529.50	4.859	43.70	31.20	32
11/14/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1937.00	4.859	43.70	31.20	33
11/21/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1883.50	4.859	43.70	31.20	34
11/28/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	2350.50	4.859	43.70	31.20	35
12/05/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1521.00	4.859	43.70	31.20	36
12/12/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1461.50	4.859	43.70	31.20	37
12/19/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1382.50	4.859	43.70	31.20	38
12/26/98	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1261.50	4.859	43.70	31.20	39
01/02/99	53934	12	1	ADAMS   	2.4	12.2	20	56	57	1760.00	4.859	43.70	31.20	40
04/04/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	211.00	0.877	39.60	35.10	1
04/11/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	251.50	0.877	39.60	35.10	2
04/18/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	260.00	0.877	39.60	35.10	3
04/25/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	258.00	0.877	39.60	35.10	4
05/02/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	250.00	0.877	39.60	35.10	5
05/09/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	315.00	0.877	39.60	35.10	6
05/16/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	699.00	0.877	39.60	35.10	7
05/23/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	1060.00	0.877	39.60	35.10	8
05/30/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	219.00	0.877	39.60	35.10	9
06/06/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	280.00	0.877	39.60	35.10	10
06/13/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	226.00	0.877	39.60	35.10	11
06/20/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	242.00	0.877	39.60	35.10	12
06/27/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	248.00	0.877	39.60	35.10	13
07/04/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	306.00	0.877	39.60	35.10	14
07/11/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	225.00	0.877	39.60	35.10	15
07/18/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	416.00	0.877	39.60	35.10	16
07/25/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	1176.50	0.877	39.60	35.10	17
08/01/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	1455.00	0.877	39.60	35.10	18
08/08/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	268.00	0.877	39.60	35.10	19
08/15/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	183.00	0.877	39.60	35.10	20
08/22/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	273.00	0.877	39.60	35.10	21
08/29/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	217.00	0.877	39.60	35.10	22
09/05/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	270.00	0.877	39.60	35.10	23
09/12/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	244.00	0.877	39.60	35.10	24
09/19/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	283.00	0.877	39.60	35.10	25
