UTILNAME	ID	MONTH	PCAPITAL	PFUEL	WAGE	TC	Q	FXK	FXW	KXW	QXF	QXK	QXW
Illinois Power Co	31	6	756.8	386.8548756	18.1613	202810802.8	1455339	17.15311167	17.27413131	8.347009335	84.54918926	40.85489796	41.14313984
Illinois Power Co	31	7	756.8	379.7428556	18.1613	142103891.1	1695625	17.09969132	17.22033407	8.347009335	85.19350492	41.29484236	41.58618817
Illinois Power Co	31	8	756.8	366.3784444	18.1613	79657772.17	1524875	16.99654455	17.11645957	8.347009335	84.05300147	40.9892703	41.27846022
Illinois Power Co	31	9	756.8	368.3825461	18.1613	69487972.81	1415415	17.01224975	17.13227558	8.347009335	83.69049989	40.77481597	41.06249285
Illinois Power Co	31	10	756.8	193.0487803	18.1613	14392683.75	1345289	15.15191263	15.25881329	8.347009335	74.27127876	40.62852367	40.91516843
Illinois Power Co	31	11	756.8	407.432926	18.1613	195032995.8	1291856	17.30231974	17.42439208	8.347009335	84.56851855	40.5118417	40.79766323
Illinois Power Co	31	12	756.8	407.528617	18.1613	194870223.7	1440440	17.30299583	17.42507294	8.347009335	85.22613592	40.82527255	41.11330542
Indiana Michigan Power Co	32	1	673.2	278.853023	19.47805	75539455.5	1485156	15.92438756	16.71912601	8.39757458	80.01783335	40.19084029	42.19664467
Indiana Michigan Power Co	32	2	673.2	342.4043631	19.47805	85178852.8	1308634	16.50502685	17.32874327	8.39757458	82.19700211	39.83297834	41.8209229
Indiana Michigan Power Co	32	3	673.2	189.9911493	19.47805	94051753.9	1322790	14.8392079	15.57978829	8.39757458	73.95747886	39.86340718	41.85287036
Indiana Michigan Power Co	32	4	673.2	289.455972	19.47805	85690736.2	1195463	16.02992925	16.82993497	8.39757458	79.31828687	39.5771719	41.55234993
Indiana Michigan Power Co	32	5	673.2	306.7744218	19.47805	123192623.6	1203104	16.19427126	17.0024788	8.39757458	80.1679566	39.59519093	41.57126823
Indiana Michigan Power Co	32	6	673.2	126.2324309	19.47805	29710399.6	1355275	13.6829139	14.36578712	8.39757458	68.31197678	39.93202147	41.92490898
Indiana Michigan Power Co	32	7	673.2	131.0272852	19.47805	23410565.6	1362898	13.78834905	14.47648423	8.39757458	68.86570783	39.94788433	41.94156351
Indiana Michigan Power Co	32	8	673.2	320.3169508	19.47805	78247001.3	1353794	16.31644222	17.13074695	8.39757458	81.45356459	39.92892928	41.92166246
Indiana Michigan Power Co	32	9	673.2	295.4180812	19.47805	80070551.3	1232980	16.08759051	16.89047393	8.39757458	79.77937652	39.66456281	41.64410226
Indiana Michigan Power Co	32	10	673.2	374.7762157	19.47805	192775615.2	1229494	16.76051206	17.59697898	8.39757458	83.09965771	39.65655549	41.63569531
Indiana Michigan Power Co	32	11	673.2	410.9005839	19.47805	146150534.7	1242378	17.02076411	17.87021943	8.39757458	84.45274232	39.68603771	41.6666489
Indiana Michigan Power Co	32	12	673.2	290.9436444	19.47805	109656543.7	1328052	16.0444274	16.84515668	8.39757458	79.98672349	39.8746351	41.86465862
Interstate Power Co	33	1	687.0125	205.5328932	15.05589	6924982.167	323892	15.10855807	14.44181496	7.693194526	67.5721709	35.99588117	34.40737713
Interstate Power Co	33	2	687.0125	391.2831191	15.05589	60441019.47	309407	16.93506792	16.18772064	7.693194526	75.46801603	35.86608275	34.28330673
Interstate Power Co	33	3	687.0125	374.1732079	15.05589	110918311.9	320691	16.80821991	16.06647045	7.693194526	75.11496747	35.9677042	34.38044361
Interstate Power Co	33	4	687.0125	353.6556942	15.05589	67211829.27	300867	16.6482293	15.91354025	7.693194526	74.02552246	35.78667821	34.20740632
Interstate Power Co	33	5	687.0125	368.5308351	15.05589	124195783.4	309828	16.76511385	16.02526667	7.693194526	74.71868241	35.86994029	34.28699403
Interstate Power Co	33	6	687.0125	374.9124423	15.05589	72822178.37	356355	16.81381922	16.07182267	7.693194526	75.76495655	36.2668604	34.666398
Interstate Power Co	33	7	687.0125	398.1604542	15.05589	130111763.4	349253	16.98449831	16.23496966	7.693194526	76.41353527	36.20974992	34.61180782
Interstate Power Co	33	8	687.0125	180.5344743	15.05589	12211328.67	342622	14.74064816	14.09014097	7.693194526	66.21881726	36.15536874	34.55982648
Interstate Power Co	33	9	687.0125	171.2163734	15.05589	13759918.77	346934	14.59030701	13.94643441	7.693194526	65.6077672	36.19084998	34.59374193
Interstate Power Co	33	10	687.0125	182.8339219	15.05589	10276673.17	324650	14.77655408	14.12446237	7.693194526	66.09947718	36.00251272	34.41371603
Interstate Power Co	33	11	687.0125	358.0179311	15.05589	72508703.57	317187	16.68300835	15.9467845	7.693194526	74.49079701	35.93653577	34.35065065
Interstate Power Co	33	12	687.0125	371.0471816	15.05589	62228838.67	333969	16.78441895	16.04371983	7.693194526	75.24862862	36.08280024	34.49046044
Jersey Central Power&Light Co	34	1	804.75	297.5406138	15.03488	612568099.3	1519357	16.54933964	15.43706599	7.875424642	81.06931736	41.35859108	38.57889883
Jersey Central Power&Light Co	34	2	804.75	347.405845	15.03488	706154896.3	1540477	16.99955131	15.85701914	7.875424642	83.35550934	41.39870341	38.61631523
Jersey Central Power&Light Co	34	3	804.75	302.5424478	15.03488	45917027.14	1550963	16.5977795	15.48225023	7.875424642	81.42421482	41.41841518	38.63470218
Jersey Central Power&Light Co	34	4	804.75	396.1881168	15.03488	55677259.94	1308918	17.38134198	16.21314983	7.875424642	84.25318217	40.92539661	38.17481917
Jersey Central Power&Light Co	34	5	804.75	217.3137165	15.03488	33462418.74	1174974	15.6363556	14.58544319	7.875424642	75.2137073	40.61171649	37.88222135
Jersey Central Power&Light Co	34	6	804.75	349.6689883	15.03488	151053689.2	1384391	17.01841858	15.87461835	7.875424642	82.82231069	41.08828648	38.32676129
Jersey Central Power&Light Co	34	7	804.75	349.7278134	15.03488	102323212.6	1788639	17.01890737	15.87507428	7.875424642	84.32526131	41.83270133	39.02114434
Jersey Central Power&Light Co	34	8	804.75	234.3129791	15.03488	760524.637	1731570	15.85519758	14.78957691	7.875424642	78.38237328	41.73848096	38.93325648
Jersey Central Power&Light Co	34	9	804.75	206.9014877	15.03488	672722.237	1463217	15.49368987	14.45236597	7.875424642	75.69730758	41.24919358	38.47685389
Jersey Central Power&Light Co	34	10	804.75	315.3903051	15.03488	47443481.04	1307046	16.71862404	15.59497286	7.875424642	81.03253155	40.92123799	38.17094005
Jersey Central Power&Light Co	34	11	804.75	318.9973902	15.03488	143603944.4	1266338	16.75166717	15.62579518	7.875424642	81.01027396	40.82930184	38.08518288
Jersey Central Power&Light Co	34	12	804.75	339.1892341	15.03488	50252323.74	1393325	16.93000282	15.79214497	7.875424642	82.42950426	41.10697757	38.34419615
Long Island Lighting Co	35	1	1087.32	309.6897985	18.17218	370744722.6	1413086	17.4152416	16.63253604	8.805106928	81.22306638	42.99872146	41.06619942
Long Island Lighting Co	35	2	1087.32	339.2130385	18.17218	358512105.3	1326518	17.69172375	16.89659206	8.805106928	82.14420271	42.80676753	40.8828726
Long Island Lighting Co	35	3	1087.32	276.8474187	18.17218	295349024.2	1353607	17.07485193	16.30744475	8.805106928	79.39369423	42.86814875	40.94149513
Long Island Lighting Co	35	4	1087.32	319.4540622	18.17218	147705467.2	1157871	17.50949722	16.72255546	8.805106928	80.51399682	42.39390043	40.48856129
Long Island Lighting Co	35	5	1087.32	301.4544436	18.17218	183922741.1	1128832	17.33340497	16.55437746	8.805106928	79.55927501	42.31677847	40.41490547
Long Island Lighting Co	35	6	1087.32	313.899482	18.17218	192228618.6	1219759	17.45623748	16.67168942	8.805106928	80.56844843	42.55200452	40.6395596
Long Island Lighting Co	35	7	1087.32	312.5252005	18.17218	239003416.3	1682736	17.44291484	16.65896554	8.805106928	82.35541276	43.52900626	41.57265125
Long Island Lighting Co	35	8	1087.32	290.9419881	18.17218	264678102.3	1800535	17.22562945	16.45144576	8.805106928	81.71337555	43.73445468	41.76886606
Long Island Lighting Co	35	9	1087.32	300.9836863	18.17218	181617589.3	1427203	17.32865963	16.54984539	8.805106928	80.87598781	43.02890473	41.09502614
Long Island Lighting Co	35	10	1087.32	317.7120816	18.17218	98284404.25	1216754	17.49289468	16.7066991	8.805106928	80.72342732	42.54451492	40.6324066
Long Island Lighting Co	35	11	1087.32	238.5339642	18.17218	117625430.3	1086493	16.62257195	15.8754919	8.805106928	76.08731284	42.20070342	40.30404727
Long Island Lighting Co	35	12	1087.32	247.4106688	18.17218	47316403.27	1205350	16.73351398	15.98144779	8.805106928	77.16726232	42.51592253	40.60509926
Mississippi Power & Light Co	36	1	690.69	270.4890518	18.90972	79854509.74	805828	15.90064244	16.46286692	8.346572307	76.16105335	38.61318577	39.97849401
Mississippi Power & Light Co	36	2	690.69	321.4559214	18.90972	233796701.2	866564	16.39078448	16.9703397	8.346572307	78.92822914	38.81950411	40.19210747
Mississippi Power & Light Co	36	3	690.69	428.155766	18.90972	121284851.7	755696	17.20459862	17.81292917	8.346572307	82.01754769	38.43081538	39.78967526
Mississippi Power & Light Co	36	4	690.69	387.0609787	18.90972	173343545.4	716440	16.91810128	17.51630168	8.346572307	80.3339025	38.27935475	39.63285919
Mississippi Power & Light Co	36	5	690.69	362.5127041	18.90972	209337281.8	786988	16.73206371	17.32368608	8.346572307	80.0039891	38.54601594	39.90894915
Mississippi Power & Light Co	36	6	690.69	318.9112609	18.90972	233739085.8	914984	16.36821915	16.94697649	8.346572307	79.13300981	38.97387766	40.35193946
Mississippi Power & Light Co	36	7	690.69	365.7005263	18.90972	212443155.1	1122684	16.75692233	17.34942366	8.346572307	82.21955545	39.55471247	40.95331178
Mississippi Power & Light Co	36	8	690.69	437.0597845	18.90972	184441453.2	1059311	17.26303937	17.87343629	8.346572307	84.34959688	39.38974005	40.78250616
Mississippi Power & Light Co	36	9	690.69	331.7289389	18.90972	148471321.8	1042015	16.48010195	17.06281531	8.346572307	80.42850367	39.34299876	40.73411216
Mississippi Power & Light Co	36	10	690.69	429.6608913	18.90972	189143592.1	903249	17.21456225	17.82324509	8.346572307	83.14643661	38.9372273	40.31399319
Mississippi Power & Light Co	36	11	690.69	426.4814122	18.90972	195421320.9	769338	17.1934735	17.80141068	8.346572307	82.07285371	38.48161364	39.84226967
Mississippi Power & Light Co	36	12	690.69	431.2757546	18.90972	190305722.7	737487	17.22521357	17.83427303	8.346572307	81.96785069	38.36156323	39.71797445
Mississippi Power Co	37	1	590.04	268.4680227	20.8182	134007361.6	637212	15.49679431	16.97856961	8.411917028	74.74606475	37.03243024	40.5734039
Mississippi Power Co	37	2	590.04	352.9733086	20.8182	113397880.2	552456	16.25507535	17.80935611	8.411917028	77.56619804	36.63694622	40.14010442
Mississippi Power Co	37	3	590.04	313.8293609	20.8182	59144840.95	589760	15.92937758	17.45251571	8.411917028	76.38766944	36.8180008	40.33847111
Mississippi Power Co	37	4	590.04	310.1614425	20.8182	59021056.95	608179	15.89680183	17.41682513	8.411917028	76.40789195	36.90321529	40.43183365
Mississippi Power Co	37	5	590.04	162.05563	20.8182	24656637.15	673261	14.09807536	15.4461077	8.411917028	68.27958232	37.18491365	40.74046749
Mississippi Power Co	37	6	590.04	163.5816827	20.8182	15258998.05	740764	14.12404623	15.47456185	8.411917028	68.8924072	37.4496686	41.03053783
Mississippi Power Co	37	7	590.04	313.7560911	20.8182	74684059.05	760763	15.92873058	17.45180685	8.411917028	77.84820011	37.52348429	41.11141165
Mississippi Power Co	37	8	590.04	150.6459325	20.8182	16891914.15	802579	13.89578053	15.22446981	8.411917028	68.18094076	37.67174974	41.27385397
Mississippi Power Co	37	9	590.04	310.7228419	20.8182	64517482.85	713481	15.90181266	17.42231508	8.411917028	77.34840188	37.34568775	40.91661452
Mississippi Power Co	37	10	590.04	138.9912268	20.8182	10579846.75	637791	13.67266517	14.98002056	8.411917028	65.95217991	37.03494684	40.57616114
Mississippi Power Co	37	11	590.04	133.6678484	20.8182	10409507.15	592200	13.56445441	14.86146289	8.411917028	65.06713862	36.82944105	40.35100526
Mississippi Power Co	37	12	590.04	139.1787041	20.8182	7096919.65	599533	13.67640014	14.98411266	8.411917028	65.66487189	36.86354119	40.38836598
UtiliCorp United Inc	38	1	750.4	98.24165032	19.94503	2068509.037	535964	13.19020612	13.73008698	8.605694413	60.51656472	37.93035424	39.48286009
UtiliCorp United Inc	38	2	750.4	89.02367757	19.94503	2591379.637	484792	12.90690958	13.43519498	8.605694413	58.76635416	37.64182704	39.18252334
UtiliCorp United Inc	38	3	750.4	97.43003013	19.94503	5189276.237	483383	13.16635332	13.70525787	8.605694413	59.93429737	37.63345811	39.17381188
UtiliCorp United Inc	38	4	750.4	104.7192212	19.94503	6851047.537	459718	13.37380054	13.921196	8.605694413	60.64513781	37.48912979	39.02357613
UtiliCorp United Inc	38	5	750.4	100.5571395	19.94503	4250736.837	492966	13.25718853	13.79981101	8.605694413	60.43829928	37.68990272	39.23256679
UtiliCorp United Inc	38	6	750.4	92.68322331	19.94503	3749345.137	633205	13.02274105	13.55576749	8.605694413	60.50337513	38.40974388	39.98187135
UtiliCorp United Inc	38	7	750.4	106.5822239	19.94503	6746287.437	661162	13.42450363	13.97397438	8.605694413	62.57167444	38.53396996	40.11118206
UtiliCorp United Inc	38	8	750.4	113.8661437	19.94503	4746816.537	648152	13.61458016	14.17183083	8.605694413	63.36351979	38.47682737	40.05170061
UtiliCorp United Inc	38	9	750.4	98.18675469	19.94503	3978468.437	535043	13.18859901	13.72841409	8.605694413	60.50130246	37.92540909	39.47771253
UtiliCorp United Inc	38	10	750.4	98.19949701	19.94503	3938917.437	486200	13.18897213	13.72880248	8.605694413	60.063914	37.65016576	39.19120337
UtiliCorp United Inc	38	11	750.4	89.64821961	19.94503	2570189.837	478872	12.92701065	13.4561188	8.605694413	58.802637	37.60649948	39.14574981
UtiliCorp United Inc	38	12	750.4	105.6274965	19.94503	3383756.337	530373	13.39863168	13.94704348	8.605694413	61.42395351	37.90020259	39.45147432
Monongahela Power Co	39	1	861.6375	342.0007913	16.46918	371901555.3	823381	17.12707262	16.34617482	8.223285852	79.47700565	39.98257349	38.15959392
Monongahela Power Co	39	2	861.6375	434.3615331	16.46918	512159004.7	728286	17.82880363	17.01591086	8.223285852	81.98792244	39.62233513	37.81578039
Monongahela Power Co	39	3	861.6375	400.6761039	16.46918	433917435.3	767263	17.59185295	16.78976379	8.223285852	81.21073379	39.77537067	37.96183837
Monongahela Power Co	39	4	861.6375	411.1133047	16.46918	490456336.5	650927	17.66733623	16.86180546	8.223285852	80.56949808	39.29270891	37.50118326
Monongahela Power Co	39	5	861.6375	395.9571772	16.46918	348039405.1	663459	17.55707723	16.75657365	8.223285852	80.1807377	39.34868426	37.55460645
Monongahela Power Co	39	6	861.6375	385.3367028	16.46918	403187506.5	713172	17.47726996	16.68040515	8.223285852	80.24648711	39.56077783	37.75702976
Monongahela Power Co	39	7	861.6375	391.3218187	16.46918	343137872	757924	17.52251149	16.72358391	8.223285852	80.81752109	39.73942315	37.92752986
Monongahela Power Co	39	8	861.6375	404.0702275	16.46918	425075899.4	721720	17.61661333	16.81339524	8.223285852	80.95778569	39.59575113	37.79040847
Monongahela Power Co	39	9	861.6375	426.6521979	16.46918	450473131.4	655712	17.77623766	16.96574161	8.223285852	81.11048329	39.31420772	37.52170185
Monongahela Power Co	39	10	861.6375	400.6263936	16.46918	418948370.4	680721	17.59148875	16.7894162	8.223285852	80.49182411	39.42407947	37.62656407
Monongahela Power Co	39	11	861.6375	386.3112492	16.46918	302000583.7	698365	17.48468426	16.68748139	8.223285852	80.1555549	39.49919255	37.69825242
Monongahela Power Co	39	12	861.6375	422.7885501	16.46918	365568364	778626	17.74953506	16.94025649	8.223285852	82.02755107	39.81852344	38.00302362
Nevada Power Co	40	1	872.1	173.7619224	17.45462	12331160.85	841973	15.16651638	14.74894171	8.408855384	70.36890695	40.11962171	39.01502145
Nevada Power Co	40	2	872.1	180.118148	17.45462	8532965.05	755899	15.27216185	14.85167847	8.408855384	70.29899576	39.80251055	38.7066412
Nevada Power Co	40	3	872.1	167.5474515	17.45462	11865664.15	722142	15.05942245	14.64479636	8.408855384	69.08576908	39.66816793	38.57599739
Nevada Power Co	40	4	872.1	162.0905742	17.45462	11661934.55	810974	14.96205642	14.55011107	8.408855384	69.22939632	40.00931533	38.9077521
Nevada Power Co	40	5	872.1	162.2401288	17.45462	13624906.15	812952	14.96476831	14.5527483	8.408855384	69.25434161	40.01647877	38.91471831
Nevada Power Co	40	6	872.1	170.7838016	17.45462	12489265.35	1261910	15.11568087	14.69950584	8.408855384	72.21302152	41.30947404	40.17211397
Nevada Power Co	40	7	872.1	165.1032174	17.45462	12139109.35	1414444	15.01620858	14.60277229	8.408855384	72.32051794	41.64502224	40.49842364
Nevada Power Co	40	8	872.1	145.5605196	17.45462	10577818.35	1292223	14.64575933	14.24252248	8.408855384	70.08626499	41.37927586	40.23999396
Nevada Power Co	40	9	872.1	151.2665079	17.45462	11040102.85	1126515	14.75882789	14.35247797	8.408855384	69.93855737	40.97572671	39.84755559
Nevada Power Co	40	10	872.1	152.8118268	17.45462	10818758.45	798569	14.78871592	14.3815431	8.408855384	68.34982697	39.96398763	38.86367239
Nevada Power Co	40	11	872.1	161.7733846	17.45462	7753724.15	823842	14.95629648	14.54450973	8.408855384	69.28281595	40.05560799	38.9527702
Nevada Power Co	40	12	872.1	165.5741843	17.45462	7821045.65	922472	15.02458479	14.61091787	8.408855384	70.17691558	40.38812207	39.27612928
New Orleans Public Service Inc	41	1	717.6	186.3070944	15.2823	29441704.83	408005	14.92882716	14.25351706	7.787120015	67.53291498	36.89523868	35.22627117
New Orleans Public Service Inc	41	2	717.6	187.511474	15.2823	29169704.53	381513	14.94722956	14.27108701	7.787120015	67.26478986	36.70351046	35.04321583
New Orleans Public Service Inc	41	3	717.6	241.3769231	15.2823	3287478.733	363975	15.66839594	14.95963121	7.787120015	70.25196078	36.56911339	34.91489826
New Orleans Public Service Inc	41	4	717.6	221.740625	15.2823	7491198.833	369904	15.42607045	14.72826739	7.787120015	69.25273194	36.61525967	34.95895709
New Orleans Public Service Inc	41	5	717.6	222.375	15.2823	2796486.333	421069	15.43422914	14.73605702	7.787120015	69.98951182	36.98524833	35.3122092
New Orleans Public Service Inc	41	6	717.6	211.0818182	15.2823	4881225.333	510451	15.2853825	14.59394351	7.787120015	70.34483407	37.53499971	35.83709241
New Orleans Public Service Inc	41	7	717.6	195.9109067	15.2823	32267670.03	570784	15.07237419	14.39057069	7.787120015	69.95414901	37.85404801	36.14170847
New Orleans Public Service Inc	41	8	717.6	184.3056721	15.2823	4914954.133	526832	14.89798159	14.22406679	7.787120015	68.7267539	37.62520864	35.92322071
New Orleans Public Service Inc	41	9	717.6	160.3881481	15.2823	3036571.333	577886	14.50101731	13.84505932	7.787120015	67.36514651	37.88936317	36.17542613
New Orleans Public Service Inc	41	10	717.6	183.6316918	15.2823	36306104.63	490623	14.88751889	14.21407737	7.787120015	68.30729729	37.42185356	35.72906446
New Orleans Public Service Inc	41	11	717.6	186.0318848	15.2823	36491280.73	401638	14.92460539	14.24948625	7.787120015	67.43162258	36.85032067	35.18338504
New Orleans Public Service Inc	41	12	717.6	181.371024	15.2823	4174592.433	376208	14.85214225	14.18030101	7.787120015	66.76406075	36.66352028	35.00503462
Niagara Mohawk Power Corp	42	1	780.4125	328.933729	23.94376	233199702.8	3055998	16.76349427	18.40594575	9.185175734	86.54730099	43.18996588	47.42162678
Niagara Mohawk Power Corp	42	2	780.4125	578.0052736	23.94376	210936547.7	3210296	18.39397452	20.19617698	9.185175734	95.2784692	43.33243288	47.57805238
Niagara Mohawk Power Corp	42	3	780.4125	326.1752083	23.94376	235891973.7	3078996	16.73913624	18.37920117	9.185175734	86.46493471	43.21165065	47.44543618
Niagara Mohawk Power Corp	42	4	780.4125	400.5053107	23.94376	130200973.1	2784704	17.3329082	19.03114965	9.185175734	88.92998446	42.92108204	47.12639827
Niagara Mohawk Power Corp	42	5	780.4125	348.64354	23.94376	163080145.3	2569079	16.93180938	18.59075202	9.185175734	86.40026401	42.68797775	46.87045492
Niagara Mohawk Power Corp	42	6	780.4125	333.0372504	23.94376	210503616.9	2630950	16.79935345	18.44531833	9.185175734	85.86258504	42.75680791	46.94602891
Niagara Mohawk Power Corp	42	7	780.4125	415.6672626	23.94376	143797226.2	2856230	17.44038137	19.1491528	9.185175734	89.63432106	42.99443424	47.20693736
Niagara Mohawk Power Corp	42	8	780.4125	391.5946565	23.94376	142745076.8	2889009	17.2678316	18.95969698	9.185175734	88.81563274	43.02743844	47.24317525
Niagara Mohawk Power Corp	42	9	780.4125	333.6877125	23.94376	169022720	2626953	16.804997	18.45151482	9.185175734	85.88259588	42.75241049	46.94120064
Niagara Mohawk Power Corp	42	10	780.4125	299.9462571	23.94376	205481835	2599514	16.49666876	18.11297724	9.185175734	84.24698384	42.72204075	46.90785534
Niagara Mohawk Power Corp	42	11	780.4125	408.4226476	23.94376	149778097.4	2697680	17.38952693	19.09331575	9.185175734	89.02959102	42.82925238	47.02557133
Niagara Mohawk Power Corp	42	12	780.4125	413.8121424	23.94376	145558084.6	2782951	17.42744405	19.13494791	9.185175734	89.41122545	42.91926072	47.1243985
Ohio Edison Co	43	1	763.2625	297.2102267	18.21532	232545629.3	2053444	16.41521333	16.5267617	8.366278086	82.76884617	41.89975002	42.18447668
Ohio Edison Co	43	2	763.2625	310.2002703	18.21532	195973755.2	1800972	16.53852951	16.65091587	8.366278086	82.6379551	41.52156664	41.80372338
Ohio Edison Co	43	3	763.2625	302.6016646	18.21532	255187432.1	1881679	16.46703683	16.57893737	8.366278086	82.53114877	41.64793714	41.93095263
Ohio Edison Co	43	4	763.2625	285.0155191	18.21532	195362000.1	1673820	16.29444056	16.40516823	8.366278086	81.00444915	41.31050279	41.59122526
Ohio Edison Co	43	5	763.2625	300.9337181	18.21532	175306464.2	1696162	16.45110352	16.56289578	8.366278086	81.8589379	41.34872593	41.62970814
Ohio Edison Co	43	6	763.2625	319.0350739	18.21532	241860796.5	1895666	16.61948343	16.7324199	8.366278086	83.33789238	41.66928555	41.9524461
Ohio Edison Co	43	7	763.2625	309.5835756	18.21532	173557684.7	1982068	16.5327929	16.64514027	8.366278086	83.15880744	41.79776782	42.08180146
Ohio Edison Co	43	8	763.2625	305.0238188	18.21532	180547098.1	1892073	16.49001914	16.60207585	8.366278086	82.67784509	41.66381661	41.94694
Ohio Edison Co	43	9	763.2625	295.2668104	18.21532	198010889.7	1638465	16.39630203	16.50772189	8.366278086	81.38940411	41.2489617	41.52926597
Ohio Edison Co	43	10	763.2625	288.7593908	18.21532	223279976.3	1661568	16.33205989	16.4430432	8.366278086	81.14984246	41.28932463	41.56990319
Ohio Edison Co	43	11	763.2625	331.289546	18.21532	164173995.1	1667373	16.72813634	16.84181115	8.366278086	83.13808385	41.29937824	41.58002512
Ohio Edison Co	43	12	763.2625	290.4511101	18.21532	191842328.8	1860658	16.34889899	16.45999672	8.366278086	81.87533917	41.61555239	41.89834781
Ohio Power Co	44	1	682.55	363.1688586	19.51276	147508674.4	2769876	16.70684554	17.51405698	8.420406565	87.4463162	42.04243116	44.07376205
Ohio Power Co	44	2	682.55	414.4271373	19.51276	212353073.7	2610061	17.0810342	17.90632501	8.420406565	89.04670754	41.87400152	43.89719452
Ohio Power Co	44	3	682.55	370.9376844	19.51276	145858459.5	2664526	16.76683334	17.57694316	8.420406565	87.53089961	41.93253372	43.95855478
Ohio Power Co	44	4	682.55	375.7602308	19.51276	148999261	2419500	16.80344234	17.61532097	8.420406565	87.15007822	41.65913821	43.67194983
Ohio Power Co	44	5	682.55	379.0515991	19.51276	194319778.6	2451696	16.82815906	17.64123191	8.420406565	87.3567609	41.69660297	43.71122476
Ohio Power Co	44	6	682.55	382.2930942	19.51276	205463708.1	2542884	16.85229238	17.66653126	8.420406565	87.69918739	41.80010226	43.81972473
Ohio Power Co	44	7	682.55	437.6139186	19.51276	235281349.6	2629061	17.23532412	18.06806964	8.420406565	89.89515939	41.89455793	43.91874415
Ohio Power Co	44	8	682.55	392.4639273	19.51276	162284886.5	2635549	16.92670838	17.74454276	8.420406565	88.3002172	41.9015434	43.92606712
Ohio Power Co	44	9	682.55	337.9614087	19.51276	144435943.7	2443751	16.50296875	17.30032964	8.420406565	85.64976293	41.68740373	43.70158103
Ohio Power Co	44	10	682.55	368.4681017	19.51276	209660972.3	2444939	16.7479015	17.55709661	8.420406565	86.92382641	41.68878117	43.70302503
Ohio Power Co	44	11	682.55	496.5675491	19.51276	337013708.5	2453759	17.59350897	18.44356062	8.420406565	91.33499488	41.69898678	43.71372373
Ohio Power Co	44	12	682.55	323.3647295	19.51276	154897502	2660134	16.37783937	17.16915448	8.420406565	85.49063165	41.9278583	43.95365346
Otter Tail Power Co	45	1	900	397.3900514	21.56359	60479253.82	315041	17.68350043	18.37972146	9.073831517	75.77180712	37.40756426	38.88034578
Otter Tail Power Co	45	2	900	415.0508419	21.56359	62993090.42	347256	17.81197785	18.51325719	9.073831517	76.90924031	37.69523005	39.17933733
Otter Tail Power Co	45	3	900	419.2972757	21.56359	63592275.22	287303	17.8420539	18.54451737	9.073831517	75.89464282	37.13524533	38.59730532
Otter Tail Power Co	45	4	900	424.3867448	21.56359	64902264.92	263765	17.87770213	18.58156911	9.073831517	75.52907728	36.88268293	38.33479923
Otter Tail Power Co	45	5	900	397.4858601	21.56359	61138975.02	233704	17.68421271	18.38046177	9.073831517	73.98740665	36.52515757	37.96319765
Otter Tail Power Co	45	6	900	421.2384502	21.56359	64605302.02	236661	17.85570128	18.55870206	9.073831517	74.7808659	36.56230784	38.00181058
Otter Tail Power Co	45	7	900	427.6994858	21.56359	64930564.12	229721	17.90067663	18.60544815	9.073831517	74.78890763	36.47436718	37.91040758
Otter Tail Power Co	45	8	900	439.7913127	21.56359	66491636.42	234181	17.98305159	18.6910663	9.073831517	75.25010184	36.53118204	37.96945932
Otter Tail Power Co	45	9	900	403.194169	21.56359	61262875.32	229721	17.72634313	18.42425092	9.073831517	74.06054343	36.47436718	37.91040758
Otter Tail Power Co	45	10	900	409.2981958	21.56359	61940017.42	232071	17.77073928	18.470395	9.073831517	74.30724424	36.50443938	37.94166376
Otter Tail Power Co	45	11	900	391.8802643	21.56359	59636550.42	257018	17.64224738	18.33684422	9.073831517	74.37961446	36.80612006	38.25522198
Otter Tail Power Co	45	12	900	389.2610683	21.56359	59206328.72	286432	17.62243302	18.31624975	9.073831517	74.9423338	37.1262742	38.58798099
Pacific Gas & Electric Co	46	1	935.25	249	21.81124	1990620.34	5829732	16.3919553	17.00713713	9.157664028	85.95353836	46.28254715	48.01950786
Pacific Gas & Electric Co	46	2	935.25	260.3	21.81124	2068087.14	5557440	16.52381077	17.14394108	9.157664028	86.37889941	46.14043738	47.87206479
Pacific Gas & Electric Co	46	3	935.25	259.9	21.81124	2067032.04	5669744	16.51924187	17.13920071	9.157664028	86.46625679	46.19987495	47.93373301
Pacific Gas & Electric Co	46	4	935.25	228.7	21.81124	1838265.14	5447270	16.13930225	16.74500214	9.157664028	84.26009211	46.08095048	47.81034537
Pacific Gas & Electric Co	46	5	935.25	254.5	21.81124	1986706.34	5648969	16.45686395	17.07448178	9.157664028	86.1194193	46.18896892	47.92241769
Pacific Gas & Electric Co	46	6	935.25	221.3	21.81124	1776325.54	6093542	16.04158292	16.64361545	9.157664028	84.35528575	46.41403594	48.15593136
Pacific Gas & Electric Co	46	7	935.25	209.6	21.81124	1702918.54	6636558	15.88020718	16.47618336	9.157664028	83.96297253	46.66764604	48.41905932
Pacific Gas & Electric Co	46	8	935.25	211.5	21.81124	1717410.34	7028572	15.90701697	16.50399931	9.157664028	84.4120027	46.8381479	48.59596002
